"Ht","Wt","Forty","Vertical","BenchReps","BroadJump","Cone","Shuttle","Year","Round","Pick","PosRec","RoundRec","seq"
76,270,4.75,36.5,26,119,6.82,4.08,2001,2,34,"DL",2,356
71,207,4.59,32.5,NA,117,7.29,4.24,2001,3,94,"DB",3,357
73,243,4.67,34,19,116,7.16,4.28,2001,NA,NA,"LB",8,358
72,213,4.83,32,NA,105,7.09,4.21,2001,2,32,"QB",2,359
76,255,4.73,36,14,117,7.37,4.18,2001,3,66,"TE",3,360
72,202,4.63,39.5,NA,126,NA,NA,2001,NA,NA,"WR",8,361
77,329,5.33,NA,30,NA,NA,NA,2001,NA,NA,"OL",8,362
71,190,4.65,37.5,10,117,7.5,4.15,2001,NA,NA,"DB",8,363
72,226,4.53,40,11,123,7.08,4.06,2001,4,121,"RB",4,364
74,264,4.92,40,24,125,7.85,NA,2001,3,63,"DL",3,365
70,191,4.63,NA,NA,NA,NA,NA,2001,NA,NA,"WR",8,366
70,173,4.57,36,11,121,7.22,4.4,2001,5,145,"DB",5,367
73,268,4.93,NA,NA,NA,NA,NA,2001,NA,NA,"DL",8,368
71,177,4.39,36.5,NA,126,NA,NA,2001,NA,NA,"WR",8,369
72,212,4.63,NA,NA,NA,NA,NA,2001,NA,NA,"DB",8,370
76,246,4.9,36,16,115,7.52,4.21,2001,NA,NA,"TE",8,371
72,214,4.59,34,21,106,7.14,4.18,2001,7,244,"DB",7,372
74,225,4.58,35.5,NA,113,7.12,4.12,2001,2,53,"QB",2,373
76,249,4.84,38.5,20,132,NA,4.24,2001,1,7,"DL",1,374
76,227,4.67,37.5,23,118,7.66,4.25,2001,2,55,"LB",2,375
76,299,4.98,NA,32,NA,NA,NA,2001,NA,NA,"DL",8,376
72,210,4.33,45,NA,134,NA,4,2001,2,52,"WR",2,377
71,193,4.46,NA,NA,NA,NA,NA,2001,NA,NA,"RB",8,378
75,303,5.25,NA,27,NA,NA,NA,2001,NA,NA,"OL",8,379
74,238,4.77,40,24,119,7.34,4.21,2001,5,157,"LB",5,380
73,225,4.59,35.5,NA,121,NA,NA,2001,NA,NA,"WR",8,381
71,209,4.38,NA,NA,NA,NA,NA,2001,1,21,"DB",1,382
69,181,4.55,NA,11,NA,NA,NA,2001,3,67,"DB",3,383
76,238,5.22,29.5,NA,101,7.78,4.62,2001,NA,NA,"QB",8,384
72,193,4.42,35,8,120,6.96,4.07,2001,7,228,"RB",7,385
70,226,4.8,29.5,17,108,7.55,4.38,2001,6,174,"RB",6,386
72,222,4.45,41.5,NA,130,6.87,3.9,2001,5,143,"DB",5,387
77,272,4.95,35.5,24,114,7.12,4.21,2001,6,184,"DL",6,388
78,305,5.34,NA,17,NA,NA,NA,2001,NA,NA,"OL",8,389
68,178,4.6,35.5,13,118,7.25,4.4,2001,NA,NA,"DB",8,390
75,242,5.03,31.5,19,109,7.54,4.35,2001,6,188,"LB",6,391
71,225,4.76,37,15,115,7.36,4.32,2001,NA,NA,"RB",8,392
74,266,4.76,34,22,112,7.38,4.43,2001,2,35,"TE",2,393
77,318,5.53,24.5,17,91,8.84,5.06,2001,NA,NA,"OL",8,394
73,212,4.61,34.5,NA,118,NA,NA,2001,NA,NA,"WR",8,395
78,370,5.32,28,33,97,8.72,5.18,2001,1,2,"OL",1,396
76,302,5.1,27.5,23,99,7.98,4.87,2001,NA,NA,"DL",8,397
76,307,5.24,31.5,32,108,7.62,4.6,2001,7,220,"OL",7,398
73,239,4.76,NA,NA,NA,NA,NA,2001,7,213,"LB",7,399
79,338,5.13,34,NA,102,7.5,4.46,2001,4,118,"OL",4,400
73,213,4.63,37,17,117,7.38,NA,2001,2,56,"DB",2,401
71,202,4.73,NA,NA,NA,7.07,4.12,2001,6,193,"DB",6,402
78,348,5.99,NA,16,NA,NA,NA,2001,7,242,"OL",7,403
75,302,5.23,NA,27,NA,NA,NA,2001,3,75,"DL",3,404
75,303,5.3,32,17,106,8.1,4.77,2001,5,156,"OL",5,405
71,192,4.55,31.5,NA,114,NA,NA,2001,NA,NA,"DB",8,406
70,179,4.4,NA,NA,119,NA,NA,2001,2,60,"DB",2,407
73,201,4.59,34.5,19,119,NA,NA,2001,NA,NA,"DB",8,408
75,293,4.86,NA,NA,NA,NA,NA,2001,3,76,"DL",3,409
72,246,4.56,34.5,30,111,7.3,4.24,2001,3,82,"RB",3,410
74,295,5.29,NA,NA,NA,NA,NA,2001,5,133,"DL",5,411
73,205,4.48,36.5,NA,120,7.24,4.07,2001,2,41,"WR",2,412
74,314,5.3,NA,17,NA,NA,NA,2001,4,105,"OL",4,413
76,262,5.09,33.5,15,103,7.95,4.59,2001,7,205,"TE",7,414
69,180,4.48,NA,NA,NA,NA,NA,2001,1,26,"DB",1,415
71,195,4.55,35.5,NA,114,6.98,3.96,2001,NA,NA,"WR",8,416
74,312,5.28,27,23,97,8.56,4.7,2001,7,219,"OL",7,417
73,204,4.54,NA,20,NA,NA,NA,2001,NA,NA,"DB",8,418
70,186,4.45,36,18,114,7.2,4.21,2001,4,127,"DB",4,419
76,251,4.88,NA,NA,NA,NA,NA,2001,NA,NA,"DL",8,420
76,305,5.2,30.5,NA,103,8.03,4.71,2001,3,68,"OL",3,421
74,219,4.48,NA,NA,NA,NA,NA,2001,1,15,"WR",1,422
76,277,4.77,NA,NA,NA,NA,NA,2001,NA,NA,"DL",8,423
74,303,5,32.5,37,114,7.71,4.53,2001,4,99,"OL",4,424
73,183,4.39,NA,NA,NA,NA,NA,2001,7,214,"WR",7,425
74,218,4.45,NA,17,NA,NA,NA,2001,1,28,"DB",1,426
73,236,4.94,36,14,115,7.16,4.31,2001,6,173,"LB",6,427
70,204,4.53,39,NA,115,7.15,4.34,2001,NA,NA,"DB",8,428
75,280,4.77,NA,NA,NA,NA,NA,2001,3,89,"DL",3,429
73,211,4.73,35.5,NA,113,7.41,4.34,2001,NA,NA,"WR",8,430
72,237,4.69,33.5,21,112,7.62,4.08,2001,3,88,"LB",3,431
76,199,4.83,NA,NA,NA,NA,NA,2001,NA,NA,"QB",8,432
71,188,4.6,NA,NA,111,7.27,4.33,2001,NA,NA,"WR",8,433
74,211,4.61,38.5,NA,125,7.35,4.29,2001,NA,NA,"WR",8,434
78,298,5.3,NA,23,NA,NA,NA,2001,6,199,"OL",6,435
75,198,4.5,36.5,14,127,NA,NA,2001,7,215,"DB",7,436
77,303,5.26,33.5,17,106,7.62,4.62,2001,4,113,"OL",4,437
73,314,5.25,NA,34,NA,NA,NA,2001,1,19,"DL",1,438
74,221,NA,NA,NA,NA,NA,NA,2001,4,120,"K",4,439
75,260,4.93,NA,11,NA,NA,NA,2001,NA,NA,"TE",8,440
72,200,4.56,34.5,12,119,7.14,NA,2001,7,212,"DB",7,441
73,250,4.86,36.5,18,114,7.64,4.56,2001,NA,NA,"LB",8,442
73,211,4.83,33,NA,113,7.27,4.4,2001,NA,NA,"QB",8,443
77,255,4.91,41,21,127,7.43,4.43,2001,3,87,"DL",3,444
77,252,4.68,NA,NA,NA,NA,NA,2001,1,31,"TE",1,445
73,202,4.48,40.5,10,125,6.9,4.12,2001,4,101,"DB",4,446
69,223,4.61,NA,23,NA,NA,NA,2001,2,58,"RB",2,447
73,198,4.6,41,15,126,6.9,4.2,2001,4,97,"DB",4,448
75,280,5.16,36,26,114,7.58,4.43,2001,NA,NA,"DL",8,449
74,215,4.85,37.5,NA,114,7.18,4.15,2001,6,177,"QB",6,450
71,178,4.68,35.5,10,116,7.07,4.18,2001,7,202,"DB",7,451
75,300,5.4,26.5,16,95,7.85,4.69,2001,5,151,"OL",5,452
76,244,4.49,32,21,120,NA,4.09,2001,3,70,"LB",3,453
75,290,5.5,29,26,102,7.78,4.54,2001,NA,NA,"OL",8,454
74,284,4.9,34.5,19,111,7.54,4.43,2001,NA,NA,"DL",8,455
74,253,4.91,38.5,20,113,7.14,4.4,2001,4,119,"TE",4,456
71,186,4.58,42,6,129,7.09,3.85,2001,6,179,"DB",6,457
68,194,4.6,32.5,NA,113,7.24,4.3,2001,NA,NA,"RB",8,458
71,191,4.5,36,NA,116,7.08,4.18,2001,NA,NA,"WR",8,459
75,295,4.94,NA,23,NA,NA,NA,2001,2,57,"DL",2,460
72,204,4.64,37,14,121,6.87,4.12,2001,4,117,"DB",4,461
74,245,4.7,NA,16,NA,NA,NA,2001,4,104,"LB",4,462
77,315,5.15,33.5,31,106,NA,4.74,2001,1,17,"OL",1,463
74,195,4.64,NA,NA,NA,NA,NA,2001,NA,NA,"WR",8,464
70,210,4.55,NA,NA,NA,NA,NA,2001,3,65,"RB",3,465
68,167,4.48,41,NA,127,7.42,4.11,2001,NA,NA,"WR",8,466
72,197,4.51,38.5,13,120,NA,NA,2001,NA,NA,"DB",8,467
74,204,4.49,43,NA,134,NA,NA,2001,4,131,"WR",4,468
71,186,4.5,34.5,9,118,7.13,4.2,2001,6,165,"DB",6,469
73,234,4.82,34.5,NA,108,7.32,4.4,2001,NA,NA,"QB",8,470
77,318,5.19,31,33,108,7.85,4.4,2001,2,44,"DL",2,471
69,202,4.67,34,11,120,7.07,4.03,2001,NA,NA,"DB",8,472
76,334,5.31,29.5,31,102,8.08,4.93,2001,3,95,"OL",3,473
69,181,4.61,35.5,NA,115,NA,NA,2001,NA,NA,"WR",8,474
70,227,4.57,37.5,24,119,7.32,4.22,2001,4,100,"RB",4,475
77,257,4.9,NA,NA,NA,NA,NA,2001,NA,NA,"TE",8,476
73,192,4.57,33,NA,108,7.51,4.14,2001,2,36,"WR",2,477
75,308,5.01,NA,31,NA,NA,NA,2001,4,96,"OL",4,478
70,234,4.57,NA,24,NA,NA,NA,2001,2,49,"RB",2,479
77,308,5.07,31.5,20,112,NA,4.95,2001,NA,NA,"OL",8,480
72,199,4.54,34.5,NA,113,7.21,4.27,2001,3,71,"DB",3,481
72,199,4.42,43.5,NA,126,6.56,3.73,2001,6,190,"WR",6,482
76,308,5.24,32.5,28,NA,NA,NA,2001,NA,NA,"OL",8,483
77,254,4.93,28.5,20,114,7.93,4.55,2001,NA,NA,"DL",8,484
70,199,4.46,36,15,120,7.24,4.18,2001,3,69,"DB",3,485
70,171,4.44,NA,NA,NA,NA,NA,2001,NA,NA,"WR",8,486
72,199,4.61,NA,NA,NA,NA,NA,2001,7,245,"WR",7,487
71,188,4.37,36.5,NA,116,NA,NA,2001,NA,NA,"WR",8,488
75,290,4.87,34.5,25,111,7.37,4.36,2001,7,230,"DL",7,489
75,252,4.97,31.5,22,118,6.82,4.1,2001,NA,NA,"DL",8,490
71,242,4.59,32,NA,115,7.08,4.19,2001,4,108,"RB",4,491
75,211,NA,NA,NA,NA,NA,NA,2001,5,142,"K",5,492
74,290,5.28,31.5,28,111,7.59,4.44,2001,5,137,"OL",5,493
74,226,4.87,35.5,NA,106,7.33,4.27,2001,NA,NA,"QB",8,494
75,293,4.9,NA,22,NA,NA,NA,2001,1,12,"DL",1,495
75,313,5.33,30,37,105,8,4.73,2001,5,135,"OL",5,496
77,311,5.29,NA,26,NA,7.84,4.49,2001,2,48,"OL",2,497
72,251,4.77,35,22,111,NA,NA,2001,7,209,"LB",7,498
77,264,4.88,NA,15,NA,NA,NA,2001,NA,NA,"DL",8,499
76,236,4.75,36,24,NA,NA,NA,2001,NA,NA,"TE",8,500
72,200,4.45,NA,NA,NA,NA,NA,2001,2,40,"DB",2,501
75,299,5.56,26.5,17,92,8.59,4.99,2001,NA,NA,"OL",8,502
74,275,4.99,30,NA,106,7.49,4.26,2001,4,129,"TE",4,503
74,249,4.7,NA,NA,NA,NA,NA,2001,3,72,"LB",3,504
76,242,4.76,NA,NA,NA,NA,NA,2001,6,198,"WR",6,505
77,302,5.49,NA,NA,NA,NA,NA,2001,NA,NA,"OL",8,506
73,222,4.41,NA,NA,NA,NA,NA,2001,1,23,"RB",1,507
76,282,5.2,NA,NA,NA,NA,NA,2001,NA,NA,"OL",8,508
74,209,4.51,41,NA,129,7.06,3.99,2001,4,124,"WR",4,509
73,259,5.31,30,7,105,8.1,4.58,2001,NA,NA,"RB",8,510
70,191,4.48,36.5,NA,112,7.17,4.18,2001,7,236,"WR",7,511
71,197,4.62,38,10,117,7.36,4.1,2001,7,233,"DB",7,512
76,280,5.25,NA,NA,NA,NA,NA,2001,NA,NA,"OL",8,513
78,328,5.33,33,20,104,7.87,4.8,2001,3,79,"OL",3,514
74,207,4.57,37.5,NA,124,7.12,4.12,2001,5,149,"QB",5,515
77,256,4.85,34,20,113,7.14,4.15,2001,3,90,"TE",3,516
74,200,4.5,NA,17,NA,NA,NA,2001,1,24,"DB",1,517
72,205,4.61,35,NA,110,7.4,4.51,2001,NA,NA,"QB",8,518
72,180,4.51,34.5,NA,116,7.12,4.15,2001,NA,NA,"WR",8,519
73,171,4.57,37.5,NA,115,7.06,4.07,2001,3,77,"WR",3,520
70,197,4.44,32,9,115,NA,NA,2001,3,85,"RB",3,521
77,258,5.03,38,21,116,7.5,4.4,2001,7,231,"DL",7,522
67,180,4.53,NA,NA,NA,NA,NA,2001,NA,NA,"RB",8,523
71,185,4.46,39.5,NA,120,6.95,4.06,2001,1,25,"WR",1,524
75,342,5.04,28.5,NA,99,8.06,4.73,2001,6,186,"DL",6,525
71,193,4.56,37.5,10,119,7.06,4.2,2001,NA,NA,"DB",8,526
74,248,4.76,NA,24,NA,7.1,4.31,2001,5,139,"LB",5,527
73,211,4.48,NA,NA,NA,NA,NA,2001,2,33,"WR",2,528
74,240,4.54,NA,NA,NA,NA,NA,2001,1,11,"LB",1,529
70,184,4.31,NA,NA,NA,NA,NA,2001,1,16,"WR",1,530
70,190,4.65,37,13,120,7.21,4.16,2001,6,200,"DB",6,531
74,251,4.95,27,20,98,7.78,4.59,2001,NA,NA,"TE",8,532
73,190,4.59,36,NA,119,7.18,4.19,2001,NA,NA,"WR",8,533
74,223,4.95,31.5,5,112,NA,NA,2001,NA,NA,"DB",8,534
70,195,4.53,37,NA,117,6.86,3.98,2001,6,166,"WR",6,535
71,203,4.59,NA,14,NA,NA,NA,2001,NA,NA,"DB",8,536
75,293,5.57,35.5,29,113,7.66,4.18,2001,4,111,"OL",4,537
76,305,5.16,35,25,107,8.08,4.72,2001,7,222,"OL",7,538
73,250,4.63,31,37,114,7.56,4.5,2001,4,115,"RB",4,539
76,252,5.02,32,16,113,7.4,4.31,2001,6,195,"TE",6,540
74,221,4.64,NA,16,NA,NA,NA,2001,NA,NA,"DB",8,541
73,316,5.27,32.5,24,103,7.87,4.61,2001,5,146,"OL",5,542
74,231,4.78,35.5,NA,112,7.13,4.29,2001,4,125,"QB",4,543
74,272,5.01,30.5,22,112,7.52,4.43,2001,NA,NA,"DL",8,544
76,300,5.36,28,NA,92,8.1,4.56,2001,7,217,"OL",7,545
75,275,5.02,NA,31,NA,NA,NA,2001,NA,NA,"DL",8,546
72,257,4.91,32.5,NA,106,7.37,4.53,2001,5,134,"LB",5,547
74,309,5.1,NA,NA,NA,NA,NA,2001,1,29,"DL",1,548
70,232,NA,NA,NA,NA,NA,NA,2001,NA,NA,"K",8,549
71,179,NA,NA,NA,NA,NA,NA,2001,7,216,"K",7,550
74,251,4.76,NA,NA,NA,NA,NA,2001,4,112,"LB",4,551
76,234,4.55,NA,NA,NA,NA,NA,2001,2,42,"LB",2,552
73,198,4.79,32.5,NA,112,7.26,4.22,2001,NA,NA,"WR",8,553
76,257,4.99,31,20,102,7.65,4.45,2001,NA,NA,"TE",8,554
76,298,5.23,NA,19,NA,NA,NA,2001,3,92,"OL",3,555
74,307,5.13,33,29,108,7.55,4.35,2001,2,50,"OL",2,556
73,196,4.34,NA,NA,NA,NA,NA,2001,7,229,"WR",7,557
76,317,5.47,27,31,97,7.85,4.8,2001,NA,NA,"OL",8,558
75,296,5.5,27,32,92,8.17,4.77,2001,NA,NA,"OL",8,559
75,267,4.72,NA,NA,NA,NA,NA,2001,1,10,"DL",1,560
73,192,NA,NA,NA,NA,NA,NA,2001,NA,NA,"K",8,561
74,264,4.75,NA,NA,NA,NA,NA,2001,4,103,"DL",4,562
75,223,4.73,31.5,NA,115,7.37,4.2,2001,NA,NA,"QB",8,563
76,247,4.84,32.5,7,113,7.04,4.25,2001,NA,NA,"TE",8,564
76,256,4.75,34.5,16,117,7.28,4.4,2001,7,227,"TE",7,565
75,308,5.24,30,19,106,8.06,4.58,2001,5,138,"OL",5,566
73,211,4.61,NA,NA,NA,NA,NA,2001,1,9,"WR",1,567
77,311,5.16,NA,23,NA,NA,NA,2001,NA,NA,"OL",8,568
76,320,5.28,NA,NA,NA,NA,NA,2001,2,61,"DL",2,569
76,228,4.74,34,NA,107,7.07,4.29,2001,4,109,"QB",4,570
77,294,5.06,31,29,105,7.81,4.59,2001,NA,NA,"DL",8,571
72,295,4.95,31.5,27,101,7.45,4.3,2001,NA,NA,"DL",8,572
76,263,4.75,38,NA,119,7.16,4.03,2001,2,46,"DL",2,573
71,208,4.65,30,NA,113,7.52,4.18,2001,6,189,"DB",6,574
78,281,4.86,35.5,23,107,7.67,4.37,2001,4,114,"DL",4,575
72,228,4.8,NA,19,NA,NA,NA,2001,NA,NA,"LB",8,576
78,299,4.95,NA,NA,NA,NA,NA,2001,1,6,"DL",1,577
75,250,4.75,NA,NA,NA,NA,NA,2001,NA,NA,"DL",8,578
71,222,4.71,32.5,18,115,NA,NA,2001,NA,NA,"RB",8,579
79,348,5.43,31.5,19,99,7.81,4.66,2001,NA,NA,"OL",8,580
75,287,5.28,29.5,NA,97,7.65,4.52,2001,NA,NA,"DL",8,581
70,212,4.51,33.5,15,114,NA,NA,2001,3,84,"DB",3,582
76,267,4.64,34,26,117,NA,NA,2001,1,4,"DL",1,583
75,299,5.24,30,NA,100,8,4.8,2001,3,81,"DL",3,584
74,293,5.33,30,21,98,NA,NA,2001,NA,NA,"OL",8,585
69,184,4.41,38.5,NA,121,7.44,4.25,2001,3,74,"WR",3,586
71,172,4.48,NA,NA,NA,NA,NA,2001,2,45,"DB",2,587
74,245,4.75,35.5,33,110,7.3,4.15,2001,4,110,"LB",4,588
75,232,4.62,33,NA,119,7.15,4.5,2001,4,122,"LB",4,589
74,187,NA,NA,NA,NA,NA,NA,2001,NA,NA,"K",8,590
75,309,4.9,33,NA,110,7.75,4.72,2001,6,171,"DL",6,591
76,251,4.92,28.5,17,106,7.46,4.3,2001,NA,NA,"TE",8,592
77,256,4.96,35.5,NA,109,7.3,4.4,2001,5,147,"TE",5,593
69,189,NA,NA,NA,NA,NA,NA,2001,NA,NA,"K",8,594
71,191,4.51,41,17,127,NA,NA,2001,2,54,"DB",2,595
78,321,5.13,30,21,110,8.07,4.72,2001,1,13,"DL",1,596
77,315,5.6,28,22,96,8.06,4.75,2001,NA,NA,"OL",8,597
71,207,NA,NA,NA,NA,NA,NA,2001,NA,NA,"K",8,598
76,312,5.3,30.5,NA,96,NA,NA,2001,6,176,"OL",6,599
77,338,5.32,30.5,28,98,8.36,4.8,2001,5,144,"OL",5,600
69,192,4.48,NA,NA,NA,NA,NA,2001,5,136,"WR",5,601
76,269,4.91,33,28,111,7.65,4.4,2001,7,234,"DL",7,602
71,183,4.4,35.5,NA,115,6.81,3.93,2001,7,218,"WR",7,603
75,213,4.43,NA,NA,NA,NA,NA,2001,1,8,"WR",1,604
74,229,4.58,32.5,20,115,7.48,4.44,2001,2,38,"RB",2,605
69,189,4.64,36,NA,118,7.42,4.24,2001,NA,NA,"DB",8,606
77,336,5.52,25,19,92,8.6,4.9,2001,NA,NA,"OL",8,607
70,221,4.46,40.5,18,124,6.84,4.21,2001,1,5,"RB",1,608
72,281,4.72,NA,17,NA,NA,NA,2001,NA,NA,"RB",8,609
78,260,4.78,33.5,NA,120,7.06,4.32,2001,2,51,"DL",2,610
75,307,5.42,27,20,96,8.34,NA,2001,NA,NA,"OL",8,611
73,223,4.71,35.5,NA,115,7.36,4.35,2001,2,59,"QB",2,612
75,273,4.8,NA,NA,NA,NA,NA,2001,7,239,"LB",7,613
75,299,5.32,33.5,18,98,7.9,4.53,2001,NA,NA,"OL",8,614
78,303,5.28,34,NA,103,8.08,4.59,2001,NA,NA,"OL",8,615
72,210,4.33,NA,NA,NA,NA,NA,2001,1,1,"QB",1,616
77,328,5.61,32.5,23,94,NA,NA,2001,NA,NA,"OL",8,617
79,287,5.09,29,26,108,7.49,4.64,2001,NA,NA,"DL",8,618
77,311,5.17,31.5,24,109,7.7,4.6,2001,1,14,"OL",1,619
71,176,4.51,39,NA,124,NA,4.18,2001,5,152,"DB",5,620
76,321,5.23,32.5,26,99,7.98,4.9,2001,NA,NA,"OL",8,621
74,253,4.73,NA,21,NA,7.53,4.46,2001,NA,NA,"DL",8,622
76,325,5,NA,NA,NA,NA,NA,2001,1,3,"DL",1,623
72,198,4.45,NA,NA,NA,NA,NA,2001,1,30,"WR",1,624
76,226,5.2,NA,NA,NA,NA,NA,2001,4,106,"QB",4,625
72,236,4.63,36.5,21,115,7.47,4.21,2001,3,73,"LB",3,626
72,219,4.68,34.5,16,111,7.26,NA,2001,NA,NA,"DB",8,627
72,228,4.58,37.5,17,114,7.48,4.4,2001,NA,NA,"RB",8,628
70,193,4.73,39,9,118,7.04,4.4,2001,NA,NA,"DB",8,629
76,237,4.72,35.5,NA,119,7.1,4.33,2001,NA,NA,"TE",8,630
70,183,4.46,42.5,11,130,6.7,4.21,2001,3,86,"DB",3,631
70,188,4.58,36,NA,120,7.12,NA,2001,6,196,"DB",6,632
76,299,5.48,28.5,25,103,7.86,4.67,2001,7,211,"OL",7,633
77,230,4.56,41,NA,130,7.37,4.2,2001,NA,NA,"WR",8,634
77,304,5.2,NA,24,NA,NA,NA,2001,2,43,"OL",2,635
70,179,4.48,38,NA,123,NA,NA,2001,6,169,"WR",6,636
71,229,4.63,35.5,NA,111,NA,NA,2001,2,47,"LB",2,637
78,301,5.3,NA,NA,NA,NA,NA,2001,6,164,"OL",6,638
76,345,5.51,29.5,23,97,8.78,4.96,2001,NA,NA,"OL",8,639
73,310,5.18,30,23,103,7.5,4.61,2001,4,130,"DL",4,640
75,285,4.97,28,NA,103,7.71,4.47,2001,6,183,"DL",6,641
77,307,5.3,NA,22,NA,NA,NA,2001,7,203,"OL",7,642
76,227,NA,NA,NA,NA,NA,NA,2002,NA,NA,"K",8,643
72,219,4.58,36.5,15,120,6.97,4.31,2002,NA,NA,"RB",8,644
76,299,5.38,29.5,NA,102,7.9,4.73,2002,NA,NA,"OL",8,645
72,241,4.59,38,17,126,7.06,4.49,2002,NA,NA,"RB",8,646
75,240,4.62,38,24,126,7.59,4.21,2002,3,82,"LB",3,647
69,209,4.46,33,19,112,6.9,4.08,2002,6,204,"RB",6,648
78,327,5.5,29,26,104,7.99,4.8,2002,NA,NA,"OL",8,649
71,213,4.5,39.5,18,127,NA,NA,2002,3,92,"DB",3,650
70,211,4.56,33.5,27,112,6.93,4.02,2002,NA,NA,"RB",8,651
76,262,4.8,NA,18,NA,NA,NA,2002,6,201,"TE",6,652
74,257,4.81,35,26,121,7,4.12,2002,3,89,"LB",3,653
75,258,4.81,35,18,112,6.95,NA,2002,3,88,"TE",3,654
74,301,5.41,29,27,94,7.87,4.73,2002,NA,NA,"OL",8,655
74,313,5.18,26.5,24,93,7.47,4.64,2002,NA,NA,"DL",8,656
76,260,4.84,31.5,NA,104,NA,NA,2002,7,223,"TE",7,657
75,300,5,29,24,99,7.31,4.24,2002,5,139,"DL",5,658
76,325,5.34,28.5,24,108,8.34,4.73,2002,NA,NA,"OL",8,659
72,246,4.68,38,35,119,6.85,4.09,2002,NA,NA,"RB",8,660
68,186,4.44,39,10,118,NA,NA,2002,3,79,"DB",3,661
73,245,4.7,32.5,23,116,7.1,4.27,2002,5,136,"RB",5,662
77,303,5.15,31.5,27,104,7.75,4.6,2002,7,218,"DL",7,663
71,218,4.52,NA,NA,NA,NA,NA,2002,NA,NA,"WR",8,664
74,299,5.19,25.5,NA,103,7.85,4.54,2002,2,44,"OL",2,665
72,243,4.68,39,23,120,6.71,3.83,2002,4,101,"LB",4,666
75,294,4.96,33,30,108,7.43,4.41,2002,5,146,"DL",5,667
70,220,4.62,38,23,116,7.06,4.06,2002,2,56,"RB",2,668
75,306,5.08,NA,35,NA,NA,NA,2002,4,116,"OL",4,669
75,216,4.61,36,18,130,6.93,4.1,2002,4,120,"DB",4,670
77,256,4.96,32.5,21,107,7.33,4.29,2002,NA,NA,"TE",8,671
76,242,4.6,35,17,122,6.86,4.05,2002,4,133,"LB",4,672
69,191,4.47,36,NA,117,6.71,3.78,2002,2,65,"WR",2,673
70,192,4.53,35,NA,119,7.12,4.47,2002,NA,NA,"DB",8,674
74,199,4.66,36.5,NA,127,NA,NA,2002,4,131,"DB",4,675
72,194,4.59,37,12,122,6.9,4.24,2002,NA,NA,"DB",8,676
76,257,4.93,34,25,115,7.09,4.23,2002,7,238,"DL",7,677
70,196,4.47,36.5,15,120,7,4.24,2002,2,59,"DB",2,678
75,260,4.74,NA,NA,NA,NA,NA,2002,4,104,"DL",4,679
76,308,4.91,NA,NA,NA,NA,NA,2002,1,12,"DL",1,680
73,188,4.57,37,NA,121,NA,NA,2002,2,63,"WR",2,681
70,186,4.31,NA,NA,NA,NA,NA,2002,1,17,"DB",1,682
75,234,4.69,36.5,NA,123,6.99,4.28,2002,5,167,"LB",5,683
69,213,4.81,31,21,105,NA,NA,2002,NA,NA,"RB",8,684
73,249,4.83,30.5,18,102,7.28,4.21,2002,NA,NA,"LB",8,685
72,194,4.53,41.5,NA,130,7,4.1,2002,2,48,"WR",2,686
75,243,4.69,NA,16,NA,NA,NA,2002,3,77,"LB",3,687
70,171,4.48,NA,NA,NA,NA,NA,2002,NA,NA,"WR",8,688
76,307,5.26,25.5,30,88,7.96,4.81,2002,NA,NA,"OL",8,689
75,223,4.67,35,NA,108,7.05,4.28,2002,1,1,"QB",1,690
72,190,4.32,39,NA,126,6.68,3.93,2002,2,46,"WR",2,691
70,191,4.52,33,16,120,7.38,4.36,2002,NA,NA,"RB",8,692
68,237,4.47,35,30,116,7.18,4.25,2002,7,257,"RB",7,693
70,177,4.5,NA,NA,NA,NA,NA,2002,6,175,"DB",6,694
74,218,5,NA,NA,NA,NA,NA,2002,4,102,"K",4,695
75,207,4.52,36.5,NA,122,7.02,4.09,2002,NA,NA,"WR",8,696
71,185,4.55,35.5,NA,121,NA,NA,2002,NA,NA,"DB",8,697
77,301,5.23,29,NA,103,7.84,4.88,2002,NA,NA,"OL",8,698
77,284,4.97,NA,32,NA,NA,NA,2002,5,147,"DL",5,699
77,300,5.53,25.5,32,104,8.62,4.98,2002,NA,NA,"OL",8,700
75,298,5.03,31.5,31,105,7.52,4.46,2002,NA,NA,"DL",8,701
80,313,5.27,29.5,30,101,7.65,4.6,2002,1,29,"OL",1,702
72,233,4.95,32,17,111,7.47,4.46,2002,NA,NA,"LB",8,703
71,201,4.62,31,13,123,NA,NA,2002,4,125,"DB",4,704
72,195,4.47,38,NA,112,6.87,4.02,2002,3,95,"RB",3,705
76,316,5.46,24,NA,98,8.52,4.73,2002,NA,NA,"OL",8,706
74,220,4.59,35,NA,115,7.06,4.11,2002,7,235,"QB",7,707
74,212,4.53,37.5,24,124,6.75,3.88,2002,4,127,"DB",4,708
70,207,4.59,NA,NA,NA,NA,NA,2002,NA,NA,"QB",8,709
73,248,4.57,NA,NA,NA,NA,NA,2002,4,135,"RB",4,710
74,245,4.74,NA,NA,NA,NA,NA,2002,4,117,"QB",4,711
77,304,5,31,30,109,7.83,4.67,2002,3,96,"DL",3,712
73,194,4.42,39.5,NA,123,6.77,4.1,2002,2,47,"WR",2,713
73,244,4.77,31.5,20,112,NA,NA,2002,5,141,"LB",5,714
73,219,4.57,38,24,124,6.75,4,2002,NA,NA,"DB",8,715
